CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,PUB_SCH,SEP_SCH,PUBSEP_SCH,OTHER_SCH,UNKNWN_SCH,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75
Residential,1,PAL,PALLISER,SOUTH,BUILT-OUT,1960s/1970s,2016,,3490,1840,201,0,1561,1025,315,258,1176,269,48,58,289,468,184,156,710,319,0,3,0,0,0,0,0,0,0,4,623,189,1013,78,0,5,0,3,0,7,0,0,0,0,179,169,318,5,0,0,0,0,0,0,0,0,0,1,137,1,277,18,0,0,0,0,0,0,0,0,0,0,312,235,642,7,0,0,0,460,431,1233,8,0,0,0,630,683,184,209,8,1662,1828,92,160,74,80,200,230,193,204,207,222,79,161,55,83,185,245,206,252,280,282,171,321,129,163,385,475,399,456,487,504
Residential,1,SHS,SHAWNEE SLOPES,SOUTH,BUILT-OUT,1980s/1990s,2016,,1573,704,62,0,725,593,178,73,375,141,52,12,124,414,96,0,146,48,0,0,0,0,0,0,0,0,0,2,134,94,199,10,0,0,0,0,0,0,0,0,0,0,94,91,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,32,79,1,0,0,2,395,376,1133,8,9,0,0,158,304,83,114,10,756,817,32,53,45,45,72,71,97,154,95,92,19,57,40,56,81,65,125,150,116,108,51,110,85,101,153,136,222,304,211,200
Residential,1,MPK,MARLBOROUGH PARK,NORTHEAST,BUILT-OUT,1960s/1970s,2016,,8719,3122,673,0,4384,2129,1031,635,1578,630,124,74,716,2063,75,0,58,630,0,296,0,0,0,0,0,0,0,0,55,41,80,3,0,0,7,194,21,388,81,0,14,0,71,37,195,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,407,1687,27,0,0,4,2020,1623,6369,37,0,2,0,507,904,589,727,216,4508,4211,286,589,253,303,640,758,656,533,345,145,264,524,260,268,598,679,595,514,371,138,550,1113,513,571,1238,1437,1251,1047,716,283
Residential,1,MAH,MAHOGANY,SOUTHEAST,DEVELOPING,BUILDING OUT,2016,,7000,2808,1213,0,3876,2173,1047,368,1135,623,181,101,768,1966,237,0,354,251,0,0,0,0,0,0,0,0,0,0,268,202,511,19,67,0,0,0,0,0,0,0,0,8,193,168,446,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,192,161,409,26,29,0,24,1702,1642,5634,59,178,3,0,299,743,455,767,91,3523,3477,522,543,116,130,778,887,305,155,68,19,491,509,108,131,947,761,282,166,65,17,1013,1052,224,261,1725,1648,587,321,133,36
Residential,1,SPR,SPRUCE CLIFF,WEST,BUILT-OUT,1950s,2016,,4583,2435,355,0,2288,952,326,270,1070,238,255,46,826,319,121,0,1768,141,0,84,0,0,1,1,0,0,0,9,1657,653,2728,100,0,2,1,44,1,78,20,0,19,0,105,56,258,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,238,0,0,0,0,135,19,564,6,0,0,1,292,223,717,18,8,0,2,945,840,224,184,42,2103,2480,144,198,85,112,504,332,264,199,137,128,158,181,89,156,558,360,245,278,190,265,302,379,174,268,1062,692,509,477,327,393
Residential,1,QPK,QUEENS PARK VILLAGE,CENTRE,BUILT-OUT,1950s,2016,,465,188,52,0,255,1,45,62,91,15,20,5,57,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,177,1,465,9,0,0,0,0,0,0,0,0,0,0,34,59,46,34,4,239,226,26,33,18,24,52,43,23,16,4,0,19,22,10,26,69,36,22,18,1,3,45,55,28,50,121,79,45,34,5,3
Residential,1,PKL,PARKLAND,SOUTH,BUILT-OUT,1960s/1970s,2016,,3677,1445,206,0,1728,1355,623,212,929,312,94,27,83,1351,10,0,70,14,0,0,0,0,0,0,0,0,0,0,66,57,93,4,0,0,0,0,0,0,0,0,0,0,9,8,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,20,2,0,0,1,1329,1280,3551,21,0,0,0,195,640,239,324,18,1838,1839,81,234,100,96,102,224,277,311,294,119,79,198,112,72,92,231,309,343,291,112,160,432,212,168,194,455,586,654,585,231
Residential,1,CAS,CASTLERIDGE,NORTHEAST,BUILT-OUT,1980s/1990s,2016,,6305,1986,583,0,3104,1184,564,316,912,347,68,66,593,1458,226,0,119,0,0,183,0,0,0,0,0,0,0,0,111,0,199,8,0,0,0,142,16,387,13,0,28,0,217,124,764,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1400,1044,4955,48,3,6,0,224,476,346,612,212,3193,3112,221,485,190,207,565,561,408,334,168,54,245,438,196,215,575,499,400,311,161,72,466,923,386,422,1140,1060,808,645,329,126
Residential,1,KIN,KINGSLAND,SOUTH,BUILT-OUT,1950s,2016,,4704,2427,291,0,2799,788,374,412,1273,320,82,35,717,661,194,1,1254,220,0,95,0,0,0,1,0,1,0,2,1164,130,1953,79,0,9,0,75,4,132,16,1,3,1,179,46,512,13,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,27,0,0,0,1,173,102,439,14,32,0,0,643,506,1636,16,1,1,2,848,767,333,254,35,2404,2300,126,164,107,178,583,395,330,314,124,83,121,165,93,186,533,348,297,270,144,143,247,329,200,364,1116,743,627,584,268,226
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,EAST,BUILT-OUT,1950s,2016,,6673,2994,536,0,3345,928,554,567,1463,313,110,91,1017,921,459,26,772,343,0,472,1,0,0,0,0,0,0,0,717,151,1386,54,1,0,0,366,18,697,91,2,13,0,425,146,1208,29,4,1,0,0,0,0,0,0,0,0,24,8,60,2,0,0,0,1,0,8,0,0,0,3,321,10,1066,18,1,0,1,865,595,2248,52,3,0,1,742,922,500,466,89,3588,3085,223,377,167,240,735,633,524,396,185,108,213,317,144,190,637,479,433,321,210,141,436,694,311,430,1372,1112,957,717,395,249
Residential,1,NGM,NORTH GLENMORE PARK,WEST,BUILT-OUT,1950s,2016,,2398,1014,154,0,1220,742,384,141,539,187,87,34,167,802,112,3,46,0,0,48,0,1,2,0,0,0,0,0,40,0,65,6,0,0,0,38,1,58,8,0,2,0,103,50,256,7,2,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,762,690,2009,30,9,1,3,203,355,171,204,15,1217,1181,72,148,66,80,160,166,182,174,87,82,57,115,62,65,141,173,188,172,87,121,129,263,128,145,301,339,370,346,174,203
Residential,1,ERI,ERIN WOODS,EAST,BUILT-OUT,1980s/1990s,2016,,7034,2478,758,0,3568,1700,1020,553,1322,484,155,70,447,1849,49,0,119,271,97,93,0,0,0,0,0,0,0,0,118,72,160,1,0,0,0,65,7,137,23,0,5,0,44,13,150,5,0,0,0,96,89,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,232,57,779,37,0,0,1,1807,1462,5614,40,1,0,0,376,661,527,653,145,3533,3501,327,495,217,197,511,597,549,427,161,52,284,511,201,207,561,591,530,406,154,56,611,1006,418,404,1072,1188,1079,833,315,108
Residential,1,ALT,ALTADORE,CENTRE,BUILT-OUT,INNER CITY,2016,,6676,3145,686,0,3890,1885,932,363,1623,283,165,164,910,1388,561,24,533,439,0,178,0,20,0,0,0,2,0,4,486,160,715,43,0,0,1,136,6,224,29,0,12,0,507,403,1401,31,22,1,0,0,0,0,0,0,0,1,18,5,31,1,4,4,0,18,1,35,4,0,0,0,404,278,796,29,6,0,2,1279,1032,3474,77,29,1,22,788,990,537,501,32,3262,3414,295,381,115,127,671,723,490,281,115,64,290,344,139,197,737,734,436,308,131,98,585,725,254,324,1408,1457,926,589,246,162
Residential,1,PIN,PINERIDGE,NORTHEAST,BUILT-OUT,1960s/1970s,2016,,9939,3864,925,0,4693,2232,1046,810,1927,659,200,84,994,1730,605,0,777,612,0,140,0,0,0,0,0,0,0,1,670,167,1217,106,0,0,0,113,8,257,13,0,14,0,579,400,1686,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,292,1523,27,0,0,1,1698,1365,5256,29,2,0,0,802,1159,721,753,210,5015,4924,401,590,235,345,806,805,664,616,400,153,389,552,268,312,780,688,658,641,399,237,790,1142,503,657,1586,1493,1322,1257,799,390
Residential,1,FLN,FOREST LAWN,EAST,BUILT-OUT,1950s,2016,,7711,3402,825,0,3383,945,941,872,1439,441,91,61,1370,1388,335,7,212,762,0,674,0,19,3,0,1,1,0,1,198,13,361,13,0,0,5,513,35,1040,113,0,43,0,299,101,859,31,4,1,0,0,0,0,0,0,0,0,7,2,14,0,0,0,1,21,4,92,2,0,0,0,642,58,1869,98,22,0,4,1311,732,3476,65,2,6,24,705,1027,651,472,136,4187,3524,360,416,179,243,657,744,693,538,216,141,332,369,177,242,545,598,476,391,214,180,692,785,356,485,1202,1342,1169,929,430,321
Residential,1,WIL,WILLOW PARK,SOUTH,BUILT-OUT,1960s/1970s,2016,,5353,2286,371,0,2691,1751,630,314,1282,449,120,92,343,1587,0,16,229,439,0,13,0,0,0,0,0,2,0,0,215,2,375,14,0,0,0,11,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,51,0,0,0,0,2,0,10,0,0,0,0,424,302,937,15,0,0,0,1551,1446,3959,30,6,0,2,527,902,343,409,38,2657,2696,147,264,159,141,299,316,426,388,274,243,139,246,127,135,329,343,388,406,301,282,286,510,286,276,628,659,814,794,575,525
Residential,1,NEB,NEW BRIGHTON,SOUTHEAST,DEVELOPING,BUILDING OUT,2016,,12060,4297,1692,0,7098,3688,1696,637,1971,790,500,213,823,3245,142,1,204,694,0,11,0,0,0,0,0,0,0,1,115,79,200,22,66,0,0,8,0,13,0,0,3,0,142,125,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,637,541,1306,18,37,0,0,3174,2943,10175,39,32,0,0,469,1354,838,1260,155,6036,6024,690,880,233,248,1452,1443,639,312,119,20,708,879,245,258,1636,1287,549,311,127,24,1398,1759,478,506,3088,2730,1188,623,246,44
Residential,1,PKD,PARKDALE,CENTRE,BUILT-OUT,1950s,2016,,2412,1064,194,0,1105,565,241,118,544,133,43,35,309,491,183,22,197,55,0,113,0,0,0,2,1,0,0,1,160,91,224,36,0,0,1,91,7,139,10,0,11,0,160,121,418,15,8,0,0,0,0,0,0,0,0,0,21,2,35,1,0,0,0,3,0,365,0,0,0,1,48,31,96,6,0,0,0,455,313,1135,30,4,2,3,286,355,157,135,5,1233,1179,97,80,43,64,217,188,147,139,77,181,71,87,29,60,217,190,126,119,92,188,168,167,72,124,434,378,273,258,169,369
Residential,1,RMT,ROSEMONT,CENTRE,BUILT-OUT,1950s,2016,,1240,572,88,0,659,320,133,101,331,94,28,9,110,309,173,0,19,0,0,71,0,0,0,0,0,0,0,0,17,3,30,2,0,0,0,48,1,79,14,0,9,0,159,65,350,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,294,251,781,10,3,0,0,132,201,88,83,14,599,641,31,55,29,47,104,97,83,79,33,41,38,66,21,58,102,84,91,84,33,64,69,121,50,105,206,181,174,163,66,105
Residential,1,MAL,MAYLAND HEIGHTS,NORTHEAST,BUILT-OUT,1960s/1970s,2016,,5919,2806,605,0,3005,1378,654,448,1222,415,118,46,1005,1302,330,22,621,284,0,245,0,0,1,0,0,1,0,2,582,175,995,37,0,0,2,174,13,314,57,0,12,0,314,136,743,15,0,1,0,0,0,0,0,0,0,0,18,1,39,3,0,0,1,1,0,4,0,0,0,0,251,19,734,32,0,1,0,1265,1034,3090,31,2,4,2,753,995,453,358,46,3049,2870,280,250,118,182,567,520,414,365,175,178,244,220,109,179,529,420,380,351,193,245,524,470,227,361,1096,940,794,716,368,423
Residential,1,SNA,SUNALTA,CENTRE,BUILT-OUT,INNER CITY,2016,,3333,2157,233,0,2325,449,194,261,822,109,166,32,1028,241,4,4,1685,80,0,133,0,4,5,0,0,1,0,1,1454,301,2470,196,33,1,3,103,5,165,25,0,2,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,8,0,50,2,0,0,0,66,34,136,7,7,0,2,214,109,503,19,3,3,10,801,775,175,92,7,1750,1583,106,79,25,113,629,446,203,95,43,11,96,81,30,154,636,312,140,90,32,12,202,160,55,267,1265,758,343,185,75,23
Residential,1,BRD,BRIDGELAND/RIVERSIDE,CENTRE,BUILT-OUT,INNER CITY,2016,,6052,3781,491,0,3110,1256,515,344,1488,412,307,88,1486,888,108,22,2310,195,0,240,0,11,1,4,0,2,0,28,1756,574,2736,98,427,1,19,174,13,279,34,0,13,0,91,57,209,13,3,1,0,0,0,0,0,0,0,0,20,12,45,1,1,1,0,18,0,714,0,0,0,6,150,79,264,11,0,28,12,795,521,1805,57,23,1,18,1416,1098,267,203,20,2827,3225,215,157,44,138,715,540,312,286,175,245,225,142,50,163,792,451,301,243,213,645,440,299,94,301,1507,991,613,529,388,890
Residential,1,LKV,LAKEVIEW,WEST,BUILT-OUT,1960s/1970s,2016,,5457,2350,340,0,2632,1796,782,282,1592,300,105,63,290,1686,76,0,344,230,0,14,0,0,0,0,0,0,0,3,321,3,568,20,0,0,0,11,1,14,3,0,0,1,74,50,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,199,417,4,0,1,0,1647,1543,4284,33,6,0,0,561,880,359,457,21,2671,2786,135,297,159,165,246,370,391,398,251,259,142,327,147,142,270,362,421,412,285,278,277,624,306,307,516,732,812,810,536,537
Residential,1,VIS,VISTA HEIGHTS,NORTHEAST,BUILT-OUT,1960s/1970s,2016,,2286,854,282,0,1032,404,206,177,516,112,68,21,137,380,20,0,41,371,0,39,0,0,0,0,0,3,0,0,38,0,79,3,0,0,0,30,6,50,4,0,5,0,18,3,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,343,89,1169,28,0,0,0,370,306,940,10,0,0,3,129,270,161,197,44,1189,1097,122,203,53,78,173,183,166,120,64,27,99,172,44,54,221,163,130,124,55,35,221,375,97,132,394,346,296,244,119,62
Residential,1,NHV,NORTH HAVEN,NORTH,BUILT-OUT,1960s/1970s,2016,,2440,1005,176,0,1194,663,318,166,668,139,64,27,107,605,204,0,72,86,0,38,0,0,0,0,0,0,0,0,68,18,88,3,0,1,0,29,1,57,7,0,2,0,199,91,488,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,232,9,0,0,0,596,552,1575,7,0,2,0,207,371,179,190,22,1191,1249,72,125,63,73,176,142,172,159,109,100,73,128,45,83,164,134,190,166,127,139,145,253,108,156,340,276,362,325,236,239
Residential,1,BED,BEDDINGTON HEIGHTS,NORTH,BUILT-OUT,1960s/1970s,2016,,11791,4399,1132,0,5903,3041,1492,804,2449,858,222,77,793,2601,924,7,37,639,0,191,0,0,0,0,0,0,0,0,29,11,55,8,0,0,0,153,21,305,23,0,15,1,897,565,2492,23,0,3,0,0,0,0,0,0,0,0,6,2,14,1,0,0,0,0,0,0,0,0,0,1,609,334,1622,28,0,1,1,2536,2108,7303,63,0,1,0,668,1426,1007,946,183,5922,5869,485,668,316,404,984,921,811,732,420,181,459,668,286,326,871,991,828,813,426,201,944,1336,602,730,1855,1912,1639,1545,846,382
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,BUILT-OUT,1950s,2016,,3844,1906,357,0,1955,1016,512,289,919,249,109,34,595,839,356,4,127,180,140,255,0,2,1,1,0,1,0,0,119,1,143,2,6,0,2,182,6,282,51,0,20,2,309,184,754,29,15,1,0,135,117,235,5,0,0,0,4,4,8,0,0,0,0,5,0,199,0,0,0,0,171,122,386,9,0,0,2,784,582,1837,48,2,3,5,576,672,218,220,23,1964,1880,141,128,62,99,328,385,300,282,135,104,159,130,49,114,346,286,277,224,155,140,300,258,111,213,674,671,577,506,290,244
Residential,1,LEG,LEGACY,SOUTH,DEVELOPING,BUILDING OUT,2016,,2359,1677,285,0,1373,778,331,136,430,214,63,25,945,631,199,0,699,148,0,0,0,0,0,0,0,0,0,1,54,36,99,118,526,0,0,0,0,0,0,0,0,1,178,167,472,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,85,234,3,51,0,18,510,490,1554,40,63,0,0,89,304,198,220,23,1156,1203,100,161,63,67,299,229,128,71,29,9,127,149,50,84,325,218,122,84,38,6,227,310,113,151,624,447,250,155,67,15
Residential,1,ABB,ABBEYDALE,NORTHEAST,BUILT-OUT,2000s,2016,,5912,2062,645,0,2924,1386,848,458,895,423,74,35,635,1418,290,0,0,230,0,121,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,84,4,160,24,0,13,0,280,183,814,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,0,0,0,0,213,102,654,17,0,0,0,1389,1097,4246,29,0,0,3,258,565,567,462,117,3054,2858,283,396,191,171,430,582,427,384,131,59,264,371,168,125,429,537,402,365,139,58,547,767,359,296,859,1119,829,749,270,117
Residential,1,SET,SETON,SOUTHEAST,DEVELOPING,BUILDING OUT,2016,,349,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,79,270,0,0,0,0,0,1,4,14,35,25,0,0,0,0,0,0,0,11,37,222,0,0,0,0,0,1,4,25,72,247
Residential,1,ROY,ROYAL OAK,NORTHWEST,BUILT-OUT,2000s,2016,,11705,4082,1013,0,5953,3324,1189,406,2399,656,309,151,567,2898,118,0,609,450,0,6,1,0,0,0,0,0,0,0,581,323,947,28,0,0,0,5,0,9,0,0,1,0,118,90,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,439,321,1004,11,0,0,2,2859,2590,9477,34,0,3,1,641,1166,768,1267,160,5736,5969,390,873,361,365,781,1080,926,584,284,92,411,969,340,325,858,1170,929,556,303,108,801,1842,701,690,1639,2250,1855,1140,587,200
Residential,1,CHK,CHINOOK PARK,SOUTH,BUILT-OUT,1950s,2016,,1687,589,96,0,816,469,180,82,395,61,44,17,72,490,0,0,96,0,0,2,0,0,0,1,0,0,0,0,90,14,233,6,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124,0,0,0,0,0,0,0,0,0,0,0,481,455,1326,8,1,0,1,79,220,102,165,8,808,879,36,107,51,56,60,100,119,132,81,66,26,102,60,53,71,105,131,129,64,138,62,209,111,109,131,205,250,261,145,204
Residential,1,MEA,MEADOWLARK PARK,CENTRE,BUILT-OUT,1950s,2016,,659,281,52,0,343,224,97,43,168,42,23,4,44,278,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262,223,659,13,2,0,0,52,106,45,55,4,339,320,29,28,11,23,47,55,57,53,23,13,10,29,11,18,39,46,65,47,17,38,39,57,22,41,86,101,122,100,40,51
Residential,1,CRA,CRANSTON,SOUTHEAST,DEVELOPING,BUILDING OUT,2016,,18013,6608,2104,0,9568,5528,2693,1016,3266,1568,499,209,1066,4941,375,0,677,601,0,14,0,0,0,0,0,0,0,7,501,352,836,54,115,0,0,13,1,26,0,1,0,0,360,313,870,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,527,421,1115,20,48,0,11,4816,4441,15166,75,39,0,0,790,2041,1320,1891,175,8975,9038,861,1549,359,391,1633,1839,1185,698,369,91,854,1477,372,377,1768,1841,1126,722,392,109,1715,3026,731,768,3401,3680,2311,1420,761,200
Residential,1,RIC,RICHMOND,CENTRE,BUILT-OUT,1950s,2016,,4705,2342,429,0,2913,1350,561,280,1232,215,139,63,693,1056,587,35,330,152,0,182,0,0,0,0,0,0,0,1,316,79,453,13,0,0,2,141,20,211,26,2,11,0,529,405,1329,33,25,0,0,0,0,0,0,0,0,0,25,10,49,10,0,0,0,0,0,0,0,0,0,1,131,78,282,12,8,0,1,1005,758,2381,40,9,1,0,642,884,311,278,32,2419,2286,196,206,69,89,523,582,317,252,134,51,159,192,83,91,549,499,283,235,130,65,355,398,152,180,1072,1081,600,487,264,116
Residential,1,PKH,PARKHILL,CENTRE,BUILT-OUT,1950s,2016,,1697,900,177,0,968,448,211,110,420,53,35,21,371,363,165,0,288,24,0,60,0,0,0,0,0,0,0,1,246,65,423,6,35,0,2,41,4,63,11,1,5,1,149,105,364,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3,38,1,4,1,1,343,271,809,16,3,0,0,233,357,102,97,6,870,827,86,64,47,33,159,163,122,108,61,27,82,64,44,46,157,141,115,102,57,19,168,128,91,79,316,304,237,210,118,46
Residential,1,SCE,SCENIC ACRES,NORTHWEST,BUILT-OUT,2000s,2016,,8399,2928,409,0,4186,2741,1060,371,1603,813,170,60,282,2667,162,0,0,75,0,10,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,9,1,17,0,0,1,0,156,152,261,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,168,0,0,2,0,73,64,133,2,0,0,0,2638,2524,7820,26,0,3,14,305,1073,590,845,75,4207,4192,165,454,321,344,421,380,658,796,407,261,158,398,295,287,361,430,743,832,398,290,323,852,616,631,782,810,1401,1628,805,551
Residential,1,ASP,ASPEN WOODS,WEST,DEVELOPING,BUILDING OUT,2016,,9055,2943,1137,0,4203,2540,789,250,1301,436,202,398,606,2094,10,1,340,494,0,3,0,0,0,1,0,0,0,2,322,255,675,16,0,0,0,3,0,6,0,0,0,0,10,8,33,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,111,0,0,0,0,477,397,1043,10,6,1,6,1978,1879,7182,54,52,4,1,238,778,490,1173,113,4495,4560,464,810,266,191,575,919,724,359,120,67,441,751,257,180,714,1019,671,288,136,103,905,1561,523,371,1289,1938,1395,647,256,170
Residential,1,ROX,ROXBORO,CENTRE,BUILT-OUT,INNER CITY,2016,,391,157,24,0,174,133,57,13,104,10,9,8,26,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,133,391,13,1,0,0,22,53,24,41,3,201,190,10,35,13,10,11,14,33,44,16,15,6,27,10,12,10,24,40,33,15,13,16,62,23,22,21,38,73,77,31,28
Residential,1,FAL,FALCONRIDGE,NORTHEAST,BUILT-OUT,1980s/1990s,2016,,10881,3559,1172,0,5127,1861,1023,691,1805,659,170,96,829,1858,543,0,212,597,0,349,0,0,0,0,0,0,0,0,181,14,448,31,0,0,0,257,27,630,77,1,14,0,519,254,1733,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,298,1877,26,0,0,1,1801,1268,6193,55,0,1,0,381,874,753,1018,303,5552,5329,449,920,344,405,962,954,718,488,242,70,458,869,312,327,966,938,627,526,233,73,907,1789,656,732,1928,1892,1345,1014,475,143
Residential,1,EVN,EVANSTON,NORTH,DEVELOPING,BUILDING OUT,2016,,14264,4949,2109,0,7565,4029,1610,546,2276,1056,345,136,1136,3788,301,0,68,770,0,18,0,0,0,4,0,0,0,0,64,57,98,3,1,0,1,11,1,23,5,0,1,0,272,247,853,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,294,0,1,0,4,543,440,1145,65,155,3,20,3555,3284,11851,99,110,4,4,430,1270,999,1515,234,7165,7099,898,1103,318,279,1481,1583,765,337,151,250,853,1037,287,299,1746,1525,671,380,179,122,1751,2140,605,578,3227,3108,1436,717,330,372
Residential,1,SHN,SHAWNESSY,SOUTH,BUILT-OUT,1980s/1990s,2016,,9411,3313,642,0,4986,2689,1140,571,1781,770,231,73,458,2682,66,0,257,254,0,52,0,0,0,1,0,1,0,0,250,131,484,7,0,0,0,48,16,120,4,0,0,0,65,65,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,78,0,0,0,0,246,175,556,8,0,0,0,2624,2301,8061,56,0,2,2,468,1075,725,794,173,4742,4669,278,513,350,367,671,674,773,666,301,149,262,434,297,321,589,739,778,663,342,244,540,947,647,688,1260,1413,1551,1329,643,393
Residential,1,SPH,SPRINGBANK HILL,WEST,DEVELOPING,BUILDING OUT,2016,,9995,3344,934,0,4614,2797,948,387,1821,563,249,298,413,2565,203,0,513,58,0,3,0,0,0,0,0,2,0,2,499,234,914,11,0,1,0,1,0,2,2,0,0,0,201,194,380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,189,0,0,0,0,57,36,125,1,0,0,4,2491,2333,8385,46,22,2,2,407,951,645,1130,118,4840,5155,374,829,380,283,458,775,898,515,214,114,398,785,363,316,588,940,881,512,243,129,772,1614,743,599,1046,1715,1779,1027,457,243
